"chain.3.person" "chain.3.q1" "chain.3.q2" "chain.3.q3" "chain.3.q4" "chain.3.q5" "chain.3.q6" "chain.3.q7" "chain.3.q8" "chain.3.q9" "chain.3.q10" "chain.3.q11" "chain.3.q12" "chain.3.ed" "chain.3.marital" "chain.3.working" "chain.3.age" "chain.3.age2" "chain.3.race" "chain.3.eth" "chain.3.children" "chain.3.income" "chain.3.inc.ed" "chain.3.gender" "chain.3.victim" "chain.3.yrs.in.nbh" "chain.3.zip" "chain.3.n.sid" "chain.3.missing_q1" "chain.3.missing_q2" "chain.3.missing_q3" "chain.3.missing_q4" "chain.3.missing_q5" "chain.3.missing_q6" "chain.3.missing_q7" "chain.3.missing_q8" "chain.3.missing_q9" "chain.3.missing_q10" "chain.3.missing_q11" "chain.3.missing_q12" "chain.3.missing_ed" "chain.3.missing_marital" "chain.3.missing_working" "chain.3.missing_age" "chain.3.missing_age2" "chain.3.missing_race" "chain.3.missing_eth" "chain.3.missing_children" "chain.3.missing_income" "chain.3.missing_inc.ed" "chain.3.missing_gender" "chain.3.missing_victim"
"1" 1 2 2 2 3 3 1 4 "2" 2 "2" "2" 2 "Some college" "Single-never married" "Working full-time" 21 441 "Black or African American" "Not Hispanic or Latino" 1 "Between $25,001 and $40,000" "0" "Male" "No" 1 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE
"2" 2 2 3 2 3 5 1 2 "2" 5 "2" "2" 2 "Some middle school or high school" "Single-never married" "Working full-time" 47 2209 "Black or African American" "Not Hispanic or Latino" 2 "Between $25,001 and $40,000" "0" "Female" "No" 3 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"3" 3 3 2 2 3 3 2 3 "5" 4 "2" "2" 4 "Bachelors degree" "Married" "Retired" 59 3481 "Black or African American" "Not Hispanic or Latino" 0 "Between $80,001 and $100,000" "0" "Male" "No" 14 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"4" 4 2 3 2 3 3 3 3 "1" 2 "2" "1" 3 "Masters graduate or professional degree" "Divorced" "Not working" 64 4096 "Black or African American" "Not Hispanic or Latino" 0.774463946075783 "Between $60,001 and $80,000" "0" "Female" "Yes" 35 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"5" 5 2 3 2 3 3 2 3 "3" 3 "2" "2" 2 "Some college" "Married" "Working full-time" 58 3364 "Black or African American" "Not Hispanic or Latino" 0 "Between $40,001 and $60,000" "0" "Male" "No" 33 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"6" 6 2 3 2 3 3 2 5 "5" 5 "5" "5" 5 "High school diploma" "Divorced" "Not working" 66 4356 "Black or African American" "Not Hispanic or Latino" 1.10113716842493 "Between $10,001 and $25,000" "0" "Male" "Yes" 8 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"7" 7 2 3 2 3 3 2 1 "1" 2 "1" "1" 1 "Masters graduate or professional degree" "Single-never married" "Retired" 59 3481 "Black or African American" "Not Hispanic or Latino" 0 "dontknow" "0" "Female" "No" 15 "21218" 184 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"8" 8 2 3 2 3 3 2 2 "2" 2 "2" "2" 4 "High school diploma" "Single-never married" "Working full-time" 50 2500 "Black or African American" "Not Hispanic or Latino" 0 "Between $25,001 and $40,000" "0" "Female" "No" 47 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"9" 9 1 3 2 3 2 2 2 "1" 2 "2" "2" 2 "Some middle school or high school" "Single-never married" "Part-time" 53 2809 "Black or African American" "Not Hispanic or Latino" 0 "dontknow" "0" "Male" "No" 35 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"10" 10 1 3 2 3 3 1 5 "2" 2 "2" "2" 2 "Masters graduate or professional degree" "Single-never married" "Part-time" 77 5929 "dontknow" "Not Hispanic or Latino" 1.65572504244984 "Between $60,001 and $80,000" "0" "Male" "Yes" 16 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"11" 11 2 5 2 4 4 2 2 "2" 5 "2" "2" 5 "Some college" "Single-never married" "Not working" 22 484 "Black or African American" "Not Hispanic or Latino" 1 "Less than $10,000" "0" "Female" "No" 21 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"12" 12 2 3 2 3 5 2 2 "2" 2 "2" "3" 2 "Associates degree" "Married" "Retired" 78 6084 "Black or African American" "Not Hispanic or Latino" 0 "Between $25,001 and $40,000" "0" "Male" "Yes" 51 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"13" 13 2 2 2 2 2 2 1 "1" 1 "1" "1" 1 "Associates degree" "Single-never married" "Working full-time" 34 1156 "Black or African American" "Not Hispanic or Latino" 2 "Less than $10,000" "0" "Female" "No" 0 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"14" 14 2 3 2 3 3 2 1 "1" 2 "2" "2" 1 "Masters graduate or professional degree" "Divorced" "Part-time" 53.4396752713002 2755.13211752006 "Black or African American" "Not Hispanic or Latino" 0 "Between $60,001 and $80,000" "0" "Male" "No" 9 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE TRUE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"15" 15 2 2 2 3 3 2 2 "1" 2 "2" "1" 2 "Associates degree" "Widowed" "Retired" 78 6084 "Black or African American" "Not Hispanic or Latino" 0 "Refused" "4" "Female" "No" 40 "21215" 185 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"16" 16 2 2 3 2 3 3 3 "2" 2 "2" "2" 3 "Associates degree" "Divorced" "Retired" 83 6889 "Black or African American" "Not Hispanic or Latino" -0.327683467428968 "Less than $10,000" "0" "Female" "No" 30 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"17" 17 2 3 2 3 3 2 3 "2" 2 "2" "2" 2 "Masters graduate or professional degree" "Single-never married" "Working full-time" 45 2025 "Black or African American" "Not Hispanic or Latino" 0.679061599035424 "Between $40,001 and $60,000" "0" "Male" "No" 2 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"18" 18 5 3 5 3 5 2 3 "2" 3 "2" "2" 3 "Some college" "Single-never married" "Part-time" 24 576 "American Indian or Alaskan Native" "Not Hispanic or Latino" 3 "Less than $10,000" "0" "Female" "No" 0 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"19" 19 3 3 3 3 3 2 4 "2" 2 "3" "2" 2 "Associates degree" "Single-never married" "Working full-time" 37 1369 "Black or African American" "Not Hispanic or Latino" 0.826678197515802 "dontknow" "0" "Female" "Yes" 0 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
"20" 20 2 3 2 3 2 2 3 "1" 2 "2" "2" 2 "Bachelors degree" "Divorced" "Not working" 58 3364 "Black or African American" "Not Hispanic or Latino" 2 "Less than $10,000" "0" "Male" "No" 30 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE
"21" 21 2 3 2 3 3 2 2 "2" 2 "2" "2" 2 "High school diploma" "Married" "Part-time" 26 676 "Black or African American" "Not Hispanic or Latino" 1 "Less than $10,000" "0" "Male" "No" 25 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"22" 22 2 2 2 2 2 2 2 "2" 2 "2" "2" 2 "High school diploma" "Single-never married" "Not working" 57 3249 "Black or African American" "Not Hispanic or Latino" 0 "Less than $10,000" "0" "Male" "No" 20 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"23" 22.9999999999998 2 3 5 3 5 2 2 "2" 5 "5" "2" 2 "Some middle school or high school" "Single-never married" "Not working" 48 2304 "Black or African American" "Not Hispanic or Latino" 1 "dontknow" "0" "Male" "No" 8 "21223" 186 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"24" 24 2 3 2 3 3 1 2 "2" 2 "2" "1" 1 "High school diploma" "Married" "Retired" 69 4761 "Refused" "Refused" 0 "dontknow" "0" "Female" "No" 23 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"25" 25 2 3 3 3 3 2 1 "2" 2 "1" "1" 2 "High school diploma" "Single-never married" "Not working" 48 2304 "Black or African American" "Not Hispanic or Latino" 0 "Between $10,001 and $25,000" "0" "Female" "No" 4 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE
"26" 26 2 3 2 3 5 2 3 "2" 5 "2" "2" 2 "Some college" "Divorced" "Working full-time" 52 2704 "Black or African American" "Not Hispanic or Latino" -0.188140545288393 "Refused" "3" "Female" "No" 19 "21213" 187 FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE FALSE
